title,author,score,pages,year,genre,desc,reviews,url
The Man in the High Castle,Philip K. Dick,"5,677",259,1962,"Science Fiction,Fiction,Classics,Dystopia,Alternate History,Historical Fiction,Fantasy","It's America in 1962. Slavery is legal once again. The few Jews who still survive hide under assumed names. In San Francisco, the I Ching is as common as the Yellow Pages. All because some twenty years earlier the United States lost a war — and is now occupied by Nazi Germany and Japan.","14,775",/book/show/216363.The_Man_in_the_High_Castle
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"5,677",243,1953,"Fantasy,Fiction,Young Adult,Childrens,Christian,Adventure,Middle Grade",.,"8,610",/book/show/65641.The_Silver_Chair
The Great Divorce,C.S. Lewis,"5,677",146,1946,"Christian,Fiction,Religion,Classics,Theology,Christianity,Fantasy",Alternative cover for ISBN: 978-0-00-746123-3,"8,108",/book/show/25845273-the-great-divorce
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"998,587",385,1955,"Fantasy,Fiction,Adventure,Classics,High Fantasy,Science Fiction Fantasy,Epic Fantasy","In the third volume of The Lord of the Rings trilogy the good and evil forces join battle, and we see that the triumph of good is not absolute. The Third Age of Middle-earth ends, and the age of the dominion of Men begins.","18,211",/book/show/838729.The_Return_of_the_King
The Giving Tree,Shel Silverstein,"998,587",64,1964,"Childrens,Classics,Fiction,Picture Books,Poetry,Young Adult,Fantasy","""Once there was a tree...and she loved a little boy.""","22,084",/book/show/370493.The_Giving_Tree
Down and Out in Paris and London,George Orwell,"5,677",213,1933,"Nonfiction,Classics,Memoir,Biography,Travel,History,Literature","This unusual fictional memoir - in good part autobiographical - narrates without self-pity and often with humor the adventures of a penniless British writer among the down-and-outs of two great cities. The Parisian episode is fascinating for its expose of the kitchens of posh French restaurants, where the narrator works at the bottom of the culinary echelon as dishwasher, or plongeur. In London, while waiting for a job, he experiences the world of tramps, street people, and free lodging houses. In the tales of both cities we learn some sobering Orwellian truths about poverty and of society.","6,200",/book/show/393199.Down_and_Out_in_Paris_and_London
"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"998,587",324,1985,"Science Fiction,Fiction,Young Adult,Fantasy,Classics,Science Fiction Fantasy,Dystopia","Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast.","49,515",/book/show/375802.Ender_s_Game
The Old Man and the Sea,Ernest Hemingway,"998,587",96,1952,"Classics,Fiction,Literature,Novels,School,American,Adventure","This short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses—specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954.","39,345",/book/show/2165.The_Old_Man_and_the_Sea
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"998,587",218,1962,"Fantasy,Fiction,Classics,Young Adult,Science Fiction,Childrens,Middle Grade","Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.","39,484",/book/show/33574273-a-wrinkle-in-time
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,"998,587",767,1956,"Fantasy,Classics,Fiction,Young Adult,Childrens,Christian,Middle Grade","Journeys to the end of the world, fantastic creatures, and epic battles between good and evil—what more could any reader ask for in one book? The book that has it all is ","12,515",/book/show/11127.The_Chronicles_of_Narnia
"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"998,587",815,1996,"Science Fiction,Fiction,Humor,Fantasy,Classics,Comedy,Science Fiction Fantasy","At last in paperback in one complete volume, here are the five novels from Douglas Adams's Hitchhiker series. ","6,317",/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy
Charlotte’s Web,E.B. White,"998,587",184,1952,"Classics,Fiction,Childrens,Fantasy,Young Adult,Middle Grade,Animals","This beloved book by E. B. White, author of ","23,672",/book/show/24178.Charlotte_s_Web
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"998,587",352,1998,"Fantasy,Fiction,Young Adult,Magic,Childrens,Middle Grade,Audiobook","Ever since Harry Potter had come home for the summer, the Dursleys had been so mean and hideous that all Harry wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he’s packing his bags, Harry receives a warning from a strange impish creature who says that if Harry returns to Hogwarts, disaster will strike.","79,105",/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
Memoirs of a Geisha,Arthur Golden,"998,587",503,1997,"Fiction,Historical Fiction,Romance,Classics,Historical,Japan,Adult","A literary sensation and runaway bestseller, this brilliant novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.","35,851",/book/show/929.Memoirs_of_a_Geisha
One Flew Over the Cuckoo’s Nest,Ken Kesey,"998,587",325,1962,"Fiction,Classics,Psychology,Literature,Novels,Mental Health,School",Alternate cover edition of ISBN ,"15,874",/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest
The Stranger,Albert Camus,"998,587",159,1942,"Classics,Fiction,Philosophy,France,Literature,Novels,French Literature","Published in 1942 by French author Albert Camus, ","48,779",/book/show/49552.The_Stranger
"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"998,587",311,1985,"Fiction,Classics,Dystopia,Science Fiction,Feminism,Fantasy,Adult","Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now…","95,752",/book/show/38447.The_Handmaid_s_Tale
East of Eden,John Steinbeck,"998,587",601,1952,"Fiction,Classics,Historical Fiction,Literature,Novels,American,Literary Fiction","In his journal, Nobel Prize winner John Steinbeck called East of Eden “the first book,” and indeed it has the primordial power and simplicity of myth. Set in the rich farmland of California’s Salinas Valley, this sprawling and often brutal novel follows the intertwined destinies of two families—the Trasks and the Hamiltons—whose generations helplessly reenact the fall of Adam and Eve and the poisonous rivalry of Cain and Abel.","29,181",/book/show/4406.East_of_Eden
Lolita,Vladimir Nabokov,"998,587",368,1955,"Fiction,Classics,Literature,Russia,Novels,Romance,Russian Literature","Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Dolores Haze, his landlady's gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance; but when Lo herself starts looking for attention elsewhere, he will carry her off on a desperate cross-country misadventure, all in the name of Love. Hilarious, flamboyant, heart-breaking and full of ingenious word play, Lolita is an immaculate, unforgettable masterpiece of obsession, delusion and lust.","39,586",/book/show/7604.Lolita
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"998,587",435,1999,"Fantasy,Fiction,Young Adult,Magic,Childrens,Middle Grade,Audiobook","Harry Potter, along with his best friends, Ron and Hermione, is about to start his third year at Hogwarts School of Witchcraft and Wizardry. Harry can't wait to get back to school after the summer holidays. (Who wouldn't if they lived with the horrible Dursleys?) But when Harry gets to Hogwarts, the atmosphere is tense. There's an escaped mass murderer on the loose, and the sinister prison guards of Azkaban have been called in to guard the school...","83,398",/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Of Mice and Men,John Steinbeck,"998,587",107,1937,"Classics,Fiction,School,Historical Fiction,Literature,Read For School,Novels",They are an unlikely pair: George is ,"52,265",/book/show/890.Of_Mice_and_Men
"The Giver (The Giver, #1)",Lois Lowry,"998,587",208,1993,"Young Adult,Fiction,Classics,Dystopia,Science Fiction,Fantasy,School","At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life.","78,996",/book/show/3636.The_Giver
